task_id,input_size,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
2,4338,hu-worker-c24,d3/6b12cd,nf-d36b12cdd509881e55c600279df9b9c3,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK,input.csv,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (input.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,6442450944,1,1715229212050,1715229218000,1715229219000,6950,0,-,85.3,0.0,3166208,5640192,3166208,5644288,712459,4911,279,18,6180864,16384,2,0,/input/data/work/d3/6b12cdd509881e55c600279df9b9c3,true,-
3,4063383142,hu-worker-c35,4f/3d5831,nf-4f3d5831f9222bafeac4b1833d7c0192,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,6442450944,1,1715229212122,1715229214000,1715229225000,12878,11000,-,97.0,0.4,1174642688,1186750464,1174642688,1186754560,4064227778,838279371,496316,104481,6942720,838287360,230,987,/input/data/work/4f/3d5831f9222bafeac4b1833d7c0192,true,-
1,3147288982,hu-worker-c34,61/55b6ab,nf-6155b6abce778011c506ee92bb852a66,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1715229212183,1715229217000,1715229230000,17817,12000,-,96.8,0.0,4771840,12550144,4771840,12554240,3147402437,5953,48261,20,0,16384,9,687,/input/data/work/61/55b6abce778011c506ee92bb852a66,true,-
17,1718442970,hu-worker-c41,19/d69f03,nf-19d69f0324af526136a82adc84256b86,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229220607,1715229221000,1715229303000,82393,81000,-,203.7,0.4,1092898816,4696698880,1093193728,4761714688,1740177557,3670781,3365687,11230,29966336,4370432,108,5,/input/data/work/19/d69f0324af526136a82adc84256b86,true,-
43,2486687632,hu-worker-c34,d1/5d09f1,nf-d15d09f1a4bcb6e8bd822df4ae99dde3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_100_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229220719,1715229221000,1715229331000,110281,109000,-,202.0,0.4,1140174848,5113393152,1140711424,5180506112,2508431559,3694695,4866176,11353,0,4460544,12,0,/input/data/work/d1/5d09f1a4bcb6e8bd822df4ae99dde3,true,-
48,2379721379,hu-worker-c28,3b/a61aa3,nf-3ba61aa359a683057b7c053a0c76b3a1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229220878,1715229221000,1715229332000,111122,109000,-,201.3,0.4,1186369536,5049425920,1212055552,5077700608,2401470033,3695695,4657266,11224,8032256,4460544,12,10,/input/data/work/3b/a61aa359a683057b7c053a0c76b3a1,true,-
11,2486687632,hu-worker-c41,f2/bc8443,nf-f2bc8443ffc320d44db37de7107e6b57,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,CONTROL_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229220980,1715229221000,1715229335000,114020,113000,-,202.3,0.4,1144700928,5045231616,1145827328,5077700608,2508561723,3693325,4866269,11269,143360,4509696,9,4,/input/data/work/f2/bc8443ffc320d44db37de7107e6b57,true,-
47,2739945233,hu-worker-c28,e4/8b034c,nf-e48b034cc7e800adf56abc5cc2da074c,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229220564,1715229221000,1715229344000,123436,122000,-,199.6,0.4,1213558784,5049425920,1229049856,5054885888,2761688590,3683686,5360815,11252,21061632,4485120,82,2,/input/data/work/e4/8b034cc7e800adf56abc5cc2da074c,true,-
37,2689917923,hu-worker-c24,85/79be85,nf-8579be85e2c62937542b7e15b670b00d,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_1000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229220648,1715229221000,1715229343000,122352,121000,-,201.6,0.4,1087823872,4833021952,1088094208,4900134912,2711660807,3695980,5263113,11237,0,4485120,12,6,/input/data/work/85/79be85e2c62937542b7e15b670b00d,true,-
16,2567359158,hu-worker-c27,38/ab32e4,nf-38ab32e44b7ccdc61d2300dba5f6ad08,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229220834,1715229227000,1715229343000,122166,115000,-,200.8,0.4,1213018112,5253910528,1217957888,5321023488,2589104125,3695786,5023746,11270,0,4415488,7,0,/input/data/work/38/ab32e44b7ccdc61d2300dba5f6ad08,true,-
61,2978680598,hu-worker-c42,3f/0f0aa5,nf-3f0f0aa5a51fd345130de400d939288d,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_1000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_1000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229220490,1715229224000,1715229349000,128510,124000,-,200.9,0.4,1166946304,5049425920,1166946304,5053222912,3000427743,3704570,5827106,11330,0,4456448,11,8,/input/data/work/3f/0f0aa5a51fd345130de400d939288d,true,-
41,2917121547,hu-worker-c25,02/06e402,nf-0206e402ce2a0e6ae4b2a2d62b2a4939,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_1000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229220527,1715229222000,1715229351000,130473,128000,-,203.9,0.4,1100443648,4971442176,1100443648,5038555136,2939057901,3692528,5707048,11231,0,4452352,11,8,/input/data/work/02/06e402ce2a0e6ae4b2a2d62b2a4939,true,-
27,3146856483,hu-worker-c35,5a/d7de83,nf-5ad7de830c7fdd8789dc4816f80c98dc,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_1000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_1000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229220683,1715229221000,1715229355000,134317,133000,-,201.2,0.4,1181331456,5049425920,1188728832,5053804544,3168602885,3693190,6155568,11309,0,4517888,12,0,/input/data/work/5a/d7de830c7fdd8789dc4816f80c98dc,true,-
56,3228496209,hu-worker-c42,01/469994,nf-0146999403efb5c9c4721e37d5af068a,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_10000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_10000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229220760,1715229224000,1715229359000,138240,134000,-,201.8,0.4,1097822208,4835119104,1098350592,4900134912,3250248693,3709370,6315029,11328,0,4517888,10,10,/input/data/work/01/46999403efb5c9c4721e37d5af068a,true,-
60,3111978634,hu-worker-c24,f8/3a6756,nf-f83a67563a95e6d7beb4fcea26a68963,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_1000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_1000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229221017,1715229222000,1715229358000,136983,135000,-,202.4,0.4,1092964352,4833021952,1093255168,4898037760,3133731121,3716158,6087465,11260,0,4538368,12,8,/input/data/work/f8/3a67563a95e6d7beb4fcea26a68963,true,-
20,2957126577,hu-worker-c27,b9/b2c982,nf-b9b2c982193a5b45637e92e596612ec2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_10000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229220451,1715229227000,1715229361000,140549,133000,-,201.3,0.4,1203662848,5185748992,1203662848,5191208960,2978870855,3686624,5784997,11296,0,4505600,7,2,/input/data/work/b9/b2c982193a5b45637e92e596612ec2,true,-
25,3390020095,hu-worker-c25,7b/d3f702,nf-7bd3f7028a017994bf797b59b79748b4,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_1000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_1000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229220793,1715229222000,1715229374000,153207,151000,-,199.4,0.5,1218072576,5117587456,1218072576,5182603264,3411771352,3714180,6630515,11343,0,4579328,11,9,/input/data/work/7b/d3f7028a017994bf797b59b79748b4,true,-
57,3529944369,hu-worker-c35,93/d3ce7c,nf-93d3ce7cb89b96213c641d4028259168,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229220914,1715229221000,1715229373000,152086,151000,-,200.6,0.4,1143164928,5045231616,1144242176,5046333440,3551688378,3685723,6903784,11337,0,4608000,12,8,/input/data/work/93/d3ce7cb89b96213c641d4028259168,true,-
70,3593382597,hu-worker-c34,61/7b1e84,nf-617b1e8444de2604b8ed95e16813e743,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhINFa2b_100000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhINFa2b_100000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229220947,1715229221000,1715229373000,152053,151000,-,201.4,0.4,1097601024,5037506560,1097633792,5039149056,3615097741,3700580,7027693,11321,4194304,4599808,11,9,/input/data/work/61/7b1e8444de2604b8ed95e16813e743,true,-
59,2718190708,hu-worker-c42,27/04873e,nf-2704873eac2e40169b972be7b75e3f1d,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_1000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_1000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229221095,1715229352000,1715229467000,245905,114000,-,203.4,0.4,1091866624,4833021952,1092050944,4900134912,2739939584,3707915,5318340,11336,0,4464640,6,2,/input/data/work/27/04873eac2e40169b972be7b75e3f1d,true,-
52,2630683401,hu-worker-c35,fd/ec88bf,nf-fdec88bf82924ff805d295e628c622f0,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_10000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_10000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229221286,1715229357000,1715229469000,247714,111000,-,203.4,0.4,1096359936,4969345024,1096593408,5036457984,2652427225,3690228,5147411,11297,0,4448256,6,2,/input/data/work/fd/ec88bf82924ff805d295e628c622f0,true,-
62,3142145039,hu-worker-c34,54/2bc088,nf-542bc088c94cd65ea42c900f95995b0f,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229221493,1715229333000,1715229466000,244507,132000,-,202.4,0.4,1188384768,5049425920,1190486016,5053501440,3163886536,3680002,6146351,11202,0,4481024,6,2,/input/data/work/54/2bc088c94cd65ea42c900f95995b0f,true,-
74,3783486234,hu-worker-c41,24/b7e29b,nf-24b7e29b6fc49300921900a616ce375a,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhINFa2b_10000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhINFa2b_10000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229222890,1715229305000,1715229470000,247110,164000,-,201.1,0.4,1148149760,5115490304,1148149760,5174878208,3805235171,3700895,7398991,11324,1409024,5283840,5,0,/input/data/work/24/b7e29b6fc49300921900a616ce375a,true,-
33,2771011001,hu-worker-c28,65/161edd,nf-65161edde91a2bf4390a1e5f7db2a3a9,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229221389,1715229346000,1715229473000,251611,126000,-,200.0,0.4,1154179072,5115490304,1155289088,5180506112,2792757332,3701603,5421495,11246,573440,5058560,6,1,/input/data/work/65/161edde91a2bf4390a1e5f7db2a3a9,true,-
21,2655690169,hu-worker-c25,d0/3d8ef5,nf-d03d8ef561619046c528dc42c3e534f8,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_10000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229221459,1715229354000,1715229473000,251541,118000,-,201.0,0.4,1181691904,5117587456,1205620736,5178408960,2677429677,3684422,5196248,11297,0,4440064,6,0,/input/data/work/d0/3d8ef561619046c528dc42c3e534f8,true,-
68,3107838014,hu-worker-c28,25/a0c1f4,nf-25a0c1f450dfadaa0043e61ba49c6aa5,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229222559,1715229335000,1715229475000,252441,139000,-,200.5,0.4,1183010816,5185748992,1193099264,5250764800,3129588227,3711656,6079368,11391,135168,5156864,6,2,/input/data/work/25/a0c1f450dfadaa0043e61ba49c6aa5,true,-
73,2847929906,hu-worker-c24,b2/4ab50a,nf-b24ab50a4768eb9bc3e88b94fee60829,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhINFa2b_10000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhINFa2b_10000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229222926,1715229345000,1715229472000,249074,126000,-,201.5,0.4,1102004224,4971442176,1102004224,5036457984,2869677377,3703964,5571743,11289,0,4481024,6,2,/input/data/work/b2/4ab50a4768eb9bc3e88b94fee60829,true,-
66,2610621320,hu-worker-c42,29/f49f84,nf-29f49f8432ed19bb08b099f47f78dd99,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229221569,1715229362000,1715229475000,253431,112000,-,202.7,0.4,1133936640,5181554688,1135484928,5182906368,2632361434,3688480,5108225,11353,4194304,4435968,5,2,/input/data/work/29/f49f8432ed19bb08b099f47f78dd99,true,-
71,2630112206,hu-worker-c24,43/0cb2e3,nf-430cb2e3f1f35a1fbc5acb0af8a0d86b,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhINFa2b_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhINFa2b_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229222417,1715229361000,1715229477000,254583,115000,-,201.1,0.4,1206116352,5049425920,1207341056,5053263872,2651860096,3695478,5146311,11304,0,4435968,6,0,/input/data/work/43/0cb2e3f1f35a1fbc5acb0af8a0d86b,true,-
72,3048783459,hu-worker-c27,ab/8ba468,nf-ab8ba468c0910ff88ec503155793760a,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhINFa2b_100000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhINFa2b_100000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229222854,1715229345000,1715229477000,254146,131000,-,203.1,0.5,1228050432,5117587456,1231482880,5180506112,3070529225,3692451,5964017,11256,0,4517888,6,2,/input/data/work/ab/8ba468c0910ff88ec503155793760a,true,-
32,2605453793,hu-worker-c27,14/dfc4bd,nf-14dfc4bd6833df132f6b2287d8d89240,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229221423,1715229363000,1715229479000,257577,115000,-,204.1,0.4,1087913984,4969345024,1087913984,5036457984,2627193540,3685671,5098135,11264,4194304,4444160,5,3,/input/data/work/14/dfc4bd6833df132f6b2287d8d89240,true,-
24,3072941686,hu-worker-c41,de/2ed815,nf-de2ed8153fd38a73e5ee3e6a19042f21,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_1000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_1000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229221633,1715229337000,1715229483000,261367,145000,-,196.7,0.4,1207488512,4981264384,1215410176,5040652288,3094679226,3668432,6011180,11271,380928,4825088,5,1,/input/data/work/de/2ed8153fd38a73e5ee3e6a19042f21,true,-
40,2538241911,hu-worker-c35,a1/ef96b9,nf-a1ef96b9ef74cc1c62b5deefa41eaa0a,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_1000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229221166,1715229375000,1715229488000,266834,112000,-,199.1,0.5,1233817600,5185748992,1236418560,5190103040,2559986777,3690872,4966864,11219,0,4440064,6,2,/input/data/work/a1/ef96b9ef74cc1c62b5deefa41eaa0a,true,-
45,2522583655,hu-worker-c34,f5/777742,nf-f57777426b0c524e0ecb7b206aed3a1e,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_100_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229221213,1715229375000,1715229486000,264787,109000,-,203.8,0.4,1087885312,4901183488,1088188416,4902113280,2544320833,3679541,4936278,11209,0,4415488,6,2,/input/data/work/f5/7777426b0c524e0ecb7b206aed3a1e,true,-
22,2497231368,hu-worker-c25,c1/a8058d,nf-c1a8058db033500213ccdc095fbacf2c,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229221245,1715229377000,1715229490000,268755,112000,-,202.5,0.4,1187545088,5117587456,1202561024,5180506112,2518975324,3693319,4886775,11306,0,4431872,6,2,/input/data/work/c1/a8058db033500213ccdc095fbacf2c,true,-
82,3985567244,hu-worker-c27,b3/723cf7,nf-b3723cf7cbda86a16ea3c5898c599753,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA,rsem/genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa),COMPLETED,0,-,quay.io/biocontainers/mulled-v2-cf0123ef83b3c38c13e3b0696a3f285d3f20f15b:64aad4a4e144878400649e71f42105311be7ed87-0,12,57600000,-,68719476736,1,1715229231931,1715229482000,1715229520000,288069,37000,-,99.9,0.4,1191211008,1522294784,1191211008,1522298880,4568154881,1562136151,522502,3509959,11837440,1562157056,156,1106,/input/data/work/b3/723cf7cbda86a16ea3c5898c599753,true,-
49,1396083675,hu-worker-c25,03/15954f,nf-0315954fbf6f0b094bd309dc179bf402,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229221319,1715229476000,1715229540000,318681,62000,-,207.1,0.4,1087459328,4833021952,1088241664,4900134912,1418062990,3669187,2736328,11226,0,4239360,6,2,/input/data/work/03/15954fbf6f0b094bd309dc179bf402,true,-
75,1810218282,hu-worker-c28,df/5f4571,nf-df5f4571ea81e57f92225c5722d1b1b5,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhINFa2b_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhINFa2b_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715229222968,1715229476000,1715229556000,333032,79000,-,206.5,0.4,1092853760,5105668096,1092853760,5107302400,1831956121,3672462,3544932,11225,0,4308992,6,2,/input/data/work/df/5f4571ea81e57f92225c5722d1b1b5,true,-
